开庭,court,0.19660713714426542
叛,soapy,0.19659950378245328
草皮,turf,0.196598567008363
谁会,will,0.19659555076099688
尼姑,her,0.19659382775382098
毗连,abuts,0.19658907122016211
筹资,holding,0.19658879586265604
一边倒,bandwagon,0.19658412559373215
药学,effects,0.19657804786410907
不法行为,foul,0.196569432365175
拖到,off,0.19656880525212142
右派,right,0.19656756500417794
想约,like,0.1965670026601123
皮肉,welt,0.1965602917483625
遗失,missing,0.19655400787723185
会报,closely,0.1965490542103998
解除武装,disarmed,0.1965489027195692
刮胡子,want,0.196536177632745
吞吞吐吐,stumbled,0.19653180335564185
造词法,phrase,0.19652120048984914
Satin,phrase,0.19652120048984914
Stain,phrase,0.19652120048984914
在咬,bit,0.19651934241373128
索回,claim,0.19651516521280732
发型师,stylist,0.19650627570450166
丧魂失魄,unmanned,0.1965051110701912
语言表达,words,0.19649278211033266
蒙昧主义,withholding,0.19649093927604924
喝下,glass,0.19648923020847642
季刊,journal,0.19648900647960046
受制,by,0.19648260868326853
优越感,fantastic,0.19648217347316602
老伴,old,0.19648147873615887
狂怒,rage,0.19647170626370974
疏浚,dredge,0.1964696137685391
新兵,recruit,0.19646107020663975
安东尼,anthony,0.19645940718510718
端出,seated,0.1964407570302052
多用途,purposes,0.19644032698957822
未获得,crime,0.19643026458843896
男子单打,singles,0.19642041676256822
零售价格,retail,0.19641982487817036
共产主义者,communists,0.19641868540714114
男友,boyfriend,0.1964175905872418
合演,starring,0.19640975526525734
狼狈不堪,miserable,0.19640905621424112
咬了,bit,0.1964043953161976
耳根,burned,0.19639217906784734
红火,brisk,0.1963858390304691
自助餐,buffet,0.19638375026275684
修建,building,0.1963804680243041
远门,journey,0.19638013655886735
清楚,clear,0.19637762316924964
壁,wall,0.19637007595016517
生产队,production,0.19636968187304876
孤儿,orphan,0.1963695531130508
兴起,spur,0.1963596371579879
歇工,lying,0.19635943960281604
凡属,cannot,0.19635204877067494
奴役,enslaved,0.19634904210537368
有售,obtainable,0.196340479310989
还会在,soul,0.19634024431774955
在车,station,0.1963315949100215
伺候,running,0.19632826563657602
不寒而栗,shudder,0.19632539256798673
打量,looked,0.19632437224434768
护送,escort,0.1963223486871301
官僚,bureaucracy,0.19631008379037596
簌,roll,0.19630999366319438
簌地,roll,0.19630999366319438
大嚼,sandwiches,0.19627822005365103
洋油,foreign,0.19627307364356839
景观,view,0.19626747582504625
最大程度,degree,0.19626483471265327
扎好,up,0.19626316665358776
JohnKing,tale,0.19625074479191515
感到,feel,0.19624981695242688
下降,the,0.19624964513386126
凝集,agglutinate,0.19624491122308552
国家利益,national,0.19624323425441023
原则性,national,0.19624323425441023
闺,herself,0.19624212352542228
独处,herself,0.19624212352542228
小鸡,chickens,0.1962419778345284
获准,to,0.19623714203999207
辣味,tart,0.19623331558094417
假惺惺,crocodile,0.1962282772177543
奇遇,adventures,0.19621225039490547
不由分说,conducted,0.19620202453879715
设宴招待,banquet,0.19620099167156863
丧失,loss,0.19619564670177364
劳伦斯,sir,0.19617021336357635
叫声,of,0.196160042768168
助长,ego,0.19615145923038596
古典作品,classics,0.19614531904961416
持不同看法,views,0.19614093780609482
进口商品,imports,0.19612753065761612
不太好,very,0.19611359031285852
书柜,bookcase,0.1961120248403836
火气,temper,0.19611056807085717
下手,up,0.196109771859617
监测,monitor,0.19610815977069224
闲逸,ease,0.19610682607587507
会聚,coordinated,0.19610649112809586
一抬,shrug,0.19610349643314023
就因为,his,0.19610277515638638
接的,of,0.19609437287228473
体操选手,breathtakingly,0.19609146617515114
高难度,breathtakingly,0.19609146617515114
护花使者,occasion,0.1960848793418853
人民党,populist,0.19608466603192107
算不了什么,for,0.19608233141226053
病菌,bug,0.19608142789858332
报告给,report,0.19606900377394804
将做,doing,0.19605681944726863
可悲,sad,0.19605586388284937
快艇,yacht,0.19605199877189755
连接成,separate,0.19605177222320475
浪潮,wave,0.19605064918104828
伍,wood,0.19604774619391796
闲人,shelf,0.19604677275783922
国小,intonation,0.19604290135801208
阵亡将士,battle,0.19604022864746276
IBMSystem,that,0.1960346654151045
边看,look,0.19602185574285974
欧姆电阻,across,0.19601718611716357
烙,s,0.19601471368419976
派给,tasked,0.19601398156597008
国民经济,economic,0.19601369586396736
辞,his,0.19600709807401703
三态,three,0.1960042169560079
聘为,trainee,0.19600251935770455
烂的,rotten,0.1959962100527527
国家行政,anarchical,0.19599233427021376
电汇,as,0.19598581997089712
历史学,historical,0.19597890855116665
并从,from,0.19597745009791526
下侧,underside,0.19597725537578467
方从,dredged,0.1959770413864435
浑浊,dredged,0.1959770413864435
软性,soft,0.1959732868767239
敏捷地,scampered,0.1959702914257347
一点一滴,dribs,0.19596880888000148
这一回,really,0.19596401670687696
后院,backyard,0.19596049072748978
虚心接受,or,0.1959593713279968
红地毯,ones,0.19595311029940685
剔了,particular,0.19593443483349607
记在,in,0.1959306058531297
辩护者,defends,0.19592944135514304
年老多病,ailing,0.19592441187317458
开动,the,0.1959233847519988
血液学,encompassing,0.19592323310247048
造血,encompassing,0.19592323310247048
写在,on,0.1959183829493507
大树,tree,0.1959142720835787
i,sounds,0.1958976812799679
人鬼,up,0.1958943384325808
混的,up,0.1958943384325808
如若,given,0.1958916978210832
肛门,such,0.19588431702727904
猛然间,suddenly,0.1958801934924888
对本,understood,0.19587081782787166
柳木,willow,0.19587078634983687
十二年,years,0.19586590758889486
在案,implication,0.19586532588086536
干将,useful,0.19586344126292013
商讨,discuss,0.19585835589396233
学术著作,scholarly,0.19585801076277415
世家,of,0.1958529929238366
请参阅,see,0.19585059254251821
是非,or,0.1958495486577153
反馈,feedback,0.19584448554335315
旱灾,drought,0.19583804036281474
身影,swallowed,0.1958378272780382
鹤嘴锄,at,0.19583705152626502
挽诗,something,0.19583329814872824
弹性,of,0.19583116136690948
战车,chariot,0.19582333482793296
农,on,0.19582312717903932
现阶段,enter,0.195822833294231
交往甚密,chase,0.19582261620406094
落着,hurled,0.1958199249049702
真相大白,debunked,0.19581625540173508
解雇,fired,0.19581526464224921
募,collection,0.19580885623747724
助选员,campaign,0.19579682964339173
恍忽,dreaminess,0.19579411154302576
迷离,dreaminess,0.19579411154302576
满满,full,0.1957926244071939
鱼塘,stocked,0.19578954813958319
鱼池,stocked,0.19578954813958319
随地吐痰,spiting,0.1957891900831625
每件,everything,0.1957852467243634
发动战争,war,0.19577265514591286
驰名,been,0.19575899805176197
Titanic,be,0.1957574199068345
逞强,dangerous,0.1957503155431398
1971,in,0.19574997709162775
着述,the,0.19574733568833355
先想,splashing,0.19574586245333292
数值的,value,0.19574555042232525
Bob,bob,0.19573042514784683
群众性,popular,0.1957211896419957
文艺节目,popular,0.1957211896419957
乱叫,quiet,0.19570794443146358
零用钱,pocket,0.19570463652835954
先行者,prominent,0.1957036968994456
旗手,prominent,0.1957036968994456
派驻在,at,0.1956989085414659
服务生,palms,0.19568814719169444
这才是,is,0.19568189168808725
环形,circular,0.1956749016619309
缴付,an,0.19566836287081404
担架,stretchers,0.19566257249154112
桃花心木,mahogany,0.19565238100314686
暗想,prettier,0.19563640909868488
并存,compossible,0.1956258696147419
已晚,late,0.19561850141643228
纯粹的,purely,0.19561217931328256
质疑,question,0.19560666111473543
驿马,fast,0.195598368056406
小数点,immediately,0.19559757804174743
风尚,permanent,0.19559272815656845
馆,house,0.19559151690302612
描线,coverage,0.19558838382796842
干,do,0.19557978119736844
叫回,summoning,0.19557881788951673
富兰克林,benjamin,0.19557278456785696
借着,covenant,0.19557114503244555
乐至,grief,0.19556978377180181
旧习惯,old,0.19556327368412935
记笔记,shorthand,0.19555561158429718
装配起来,as,0.19555219956781913
蓝色盲,discern,0.1955505568746477
色盲,discern,0.1955505568746477
求见,asking,0.19555053958221713
次长,long,0.19554603143558003
武场,tilting,0.19553264592276537
持矛,tilting,0.1955326459227653
党的领导,leadership,0.19553154244677146
南边,living,0.19552917632152847
安全部队,security,0.1955278532020129
船壳,superstructure,0.19552397559074206
上层建筑,superstructure,0.19552397559074206
贪图,covet,0.19551660237114693
经年累月,erode,0.1955139906428885
高枕无忧,soft,0.19549584266256695
截断,lopped,0.19549425130857942
借出,out,0.1954809542096795
四壁,graced,0.19548086614856522
生辉,graced,0.19548086614856522
生活史,life,0.19547565529767716
量地,quantity,0.19546686897272722
偏爱,partiality,0.1954653964421585
脚板,scuffs,0.19546469089307061
保持在,keep,0.19546273202272316
转动,turn,0.1954566081965006
野兔,hare,0.19545560039040763
正因为,because,0.19545113748229068
好受,better,0.19545056358077434
生态灭绝,pollutants,0.19544957562777815
字据,attests,0.19543472683152444
松弛,slack,0.19543218881554306
四处寻找,for,0.19542704929845134
暴动,were,0.19542235871725247
被骗,was,0.19542139614282353
朋,friends,0.19541327640311995
红细胞,red,0.19541153338950795
录取,get,0.19540352688329374
门外汉,in,0.19540332496779614
成不了,t,0.19540278499145364
到庭,appeared,0.19540131849231612
登到,of,0.19539655470238032
埃菲尔,of,0.19539655470238032
请听,listen,0.19539453737588272
婆娘,put,0.19539031488650116
所以有,due,0.19539015113286437
免税品,duty,0.19538761163987567
保全,saving,0.1953784775127818
突降,hut,0.19537572939087536
住地,keeps,0.1953665590131399
再续,continue,0.1953663038571988
芒,flemings,0.19535762810553203
配料,ingredient,0.19535466121403894
愈来愈,as,0.19535333068543637
圆圆的,round,0.19534393776290446
恩典,bestowed,0.1953426553902188
整版,whole,0.19534134733093575
清洁工,a,0.19533036900042694
发布命令,orders,0.19531367621837004
自然力,brute,0.1953111067989899
挑,pick,0.19530719933400623
读书不求甚解,read,0.19530699397004767
筑了,includes,0.1953064822503065
证,witness,0.1953062980215403
退开,so,0.19530560668955557
好字,typed,0.19530267129524417
背包袱,weigh,0.1953005222213071
包庇,covering,0.19529640725807923
事后诸葛亮,event,0.19528857003141015
藏好,expose,0.1952859895229926
手袋,handbag,0.1952830340758059
滴水穿石,oaks,0.19528054995665994
愚不可及,polly,0.195280548778722
敷贴,plaster,0.19527637028676778
患处,plaster,0.19527637028676778
该关,shut,0.19527528771061073
坐下去,drew,0.19527492182329345
背街,streets,0.19527072508504256
深受感动,moved,0.1952611702439763
标志,a,0.19525945635652356
英国队,england,0.19525767732387708
斜了,out,0.1952517851870717
来抓,holding,0.19525058565442968
着边,holding,0.19525058565442968
定钱,sure,0.19524939489916726
毫无疑问,doubt,0.19524137332441124
近期,recent,0.19521630908686632
扑向,spring,0.19521452260872307
别谈,alone,0.1952057098863853
在库,impounded,0.19519875769678963
佳,be,0.1951986666865558
经济制裁,sanctions,0.19519442631549785
牙床,gum,0.19519279224949432
言下之意,lines,0.19519244362359134
余款,me,0.1951920980363642
经改,improved,0.19519176791824513
不存在,exist,0.1951840392264863
塞入,into,0.1951838729153045
针筒,wail,0.19517895870266458
可也,but,0.19517653260119283
孵化,hatching,0.19517436035791116
开的,the,0.1951685581137188
推断出,inferred,0.19516642644991222
遗传,genetic,0.19516116806450376
结队,cricketers,0.19515535918827726
铁路工人,railroad,0.19514888434660088
千百万,fascism,0.1951460239137253
考查,fact,0.19513954694073019
眼看,the,0.19513691831930424
累计,cumulative,0.19513576870285118
整过,adjusted,0.19512922782377512
靶,a,0.19512820620274834
待人,others,0.19512003893801122
愉快的,pleasant,0.1951194580945365
又像,about,0.19511381877884737
前后一致,agreement,0.19511025632365755
拿回,back,0.19510717499608
图钉,tack,0.19510525484384506
食品店,food,0.1951016566984922
馒头,buns,0.1951000645008726
主导,informs,0.19509661234040335
比试,mortals,0.19509050935613492
好坏,the,0.19508912736725947
充水,your,0.1950860409920819
139,jumps,0.19507839120650974
跳绳,jumps,0.19507839120650974
奥斯汀,austin,0.19507723693764445
马祖,coast,0.1950746397063596
南海岸,coast,0.1950746397063596
再等,longer,0.19507432933053176
欺,cheated,0.19507079809171934
极佳,in,0.19507060392427347
雕成,from,0.19505753648938148
气浪,blast,0.19504249416730612
医护,medical,0.19503764860569112
高位,an,0.19503566150370566
滑入,slipped,0.19503302980131978
挑逗,flirtatious,0.1950307075120547
致死,misadventure,0.19502769880653695
出人意料,unexpected,0.19502476710599465
搭起,up,0.19502029116384256
衣冠楚楚,out,0.19501415692408688
惩处,punished,0.1950140256446399
踢到,booted,0.1950101004235597
快传,moved,0.19501007086996117
奔命,run,0.19500870760422306
劫数,ruinous,0.19500818737179487
压平,tanned,0.19500807927306602
鞣制,tanned,0.19500807927306602
了局,rise,0.19500775982129195
见机行事,nose,0.19500405966005557
来生,in,0.1950038862893479
爆破,explosives,0.19500175083194793
收走,whisked,0.19499413803643767
播下,sow,0.1949838304293414
思想上,on,0.19498268414612907
毒品走私案,smuggling,0.19498235276332163
独白,monologue,0.19497808762477037
两截,monologue,0.19497808762477037
八路军,route,0.1949765358812187
寻觅,can,0.19497334135890013
航空信,airmail,0.19496600880480208
死期,when,0.19496476118213654
淘汰赛,eliminating,0.1949613865683781
补丁,patched,0.19495771631984468
过期,back,0.19495454582788066
1947,west,0.1949501814682163
缺门,lacking,0.19494666370413596
尽兴,turns,0.1949404462551412
进行着,undertaken,0.19493904031695838
坐的,sit,0.19493074967322965
很坏,bad,0.19493047016682327
口头,oral,0.1949231958184462
国家主义,national,0.19492066555234058
书目,catalog,0.19490375751392927
讲习班,workshop,0.1948969021500171
短训班,workshop,0.1948969021500171
训练班,workshop,0.1948969021500171
安定,down,0.19489376661793986
强奸,assaulted,0.19489294029237475
都用,all,0.19488794789611205
冠词,blanks,0.19488368800020095
填空,blanks,0.19488368800020095
民主国家,democracy,0.194877846480194
和睦相处,the,0.19487394514709042
喑哑,yearning,0.19486461028520186
古今,embalmed,0.19486172171257782
放在心里,evident,0.19485853004931716
筋疲力竭,out,0.19485669216559012
都得,to,0.19484999530178707
怯场,choked,0.194845100678439
几号,date,0.19483957401863414
泪流满面,into,0.1948387832659882
大吃大喝,went,0.19482075306548682
船底,rowing,0.1948205001410504
遥远的,remote,0.19481426405186963
奇装异服,peculiar,0.1948041385810004
雕刻术,art,0.1947979920991547
紧密,closely,0.19478563695000123
伪证罪,incriminate,0.19478372217780032
猎,hunt,0.19478189597798323
不入虎穴,nothing,0.19477802745229697
焉得虎子,nothing,0.19477802745229697
壮,strong,0.19476634539889948
破坏,the,0.19475956100278827
旧人,editor,0.19475690442407959
摔在,down,0.19474815585153044
竞标,bid,0.19474055721676367
发动,start,0.1947372265549493
平衡感,mask,0.19473641325879262
躲雨,started,0.19473145014897397
挑选出,picked,0.19472328879559098
凶,fierce,0.19472123927633636
美妙,the,0.19470670074865115
张弓,twang,0.1947003623440631
回旋,turning,0.19469899920119604
却能,good,0.19469762201904547
不通,get,0.19469072040642568
正号,minus,0.19468673037163936
了债,got,0.19467910125890595
狼窝,wolves,0.19467562965566582
狼嗥,wolves,0.19467562965566582
耻辱,shame,0.19467233397239753
祭坛,altar,0.19467143894988576
按了,pressed,0.1946707858738572
精彩,good,0.19466985458643105
顾不了,tool,0.19466799992428055
这样的话,such,0.1946598006900979
浩瀚,oceans,0.19465452887588686
出站,standing,0.1946534616302744
现代史,volume,0.19464774135128304
蘑,mushrooms,0.19464123925891993
留置权,security,0.19463542291342378
绝收,cheese,0.1946292727601218
煽动者,who,0.1946228662880541
爆发,out,0.19461848274428975
立起来,beg,0.19461521849415164
相识,acquaintance,0.1946041900072726
障眼法,distract,0.194602268595409
同居,living,0.19459781379015276
亨,henry,0.1945921034781066
苏菲亚,sophia,0.19458365657778642
担着,burden,0.19458182227556844
深呼吸,deep,0.19458013621565332
您说,said,0.1945706711211773
野狗,wild,0.19455755280338263
度蜜月,such,0.19455663754739638
家门口,door,0.19455504749799027
脚后跟,blister,0.19455177876910332
稍等,wait,0.19452886920464285
再查,check,0.19452856672824914
PASCAL,systems,0.19452775987430274
足印,footprints,0.19452758750181462
望眼欲穿,chops,0.1945246133875149
还常,track,0.19451329330851408
高层次,stimulation,0.19450572144605344
种种,all,0.19450496985397933
位居要津,appointments,0.1945037102661495
风俗习惯,custom,0.19449993015294645
工种,voiced,0.19449808352364054
开发票,voiced,0.19449808352364054
无所顾忌,loosened,0.19449394498834274
吉普,pickled,0.1944912806089877
配菜,pickled,0.1944912806089877
合做,for,0.19449055689625003
营养,nutrition,0.1944789548505013
出神,away,0.19446128214863512
纵列,run,0.1944459527762021
不甚了解,about,0.19444168562327738
小诗,lighter,0.19443390074031403
大手笔,lighter,0.19443390074031403
有条不紊,combed,0.1944230523412275
计算技术,computing,0.19441395929693445
octal,computing,0.19441395929693445
车行道,road,0.19441284485745472
冲锋枪,tommy,0.19441073728230973
违,will,0.19440047094806082
绝技,amuse,0.19439792282407065
国境,border,0.19439648738944199
案头工作,paperwork,0.19439488074303965
元气,back,0.194394657703119
潦,ruin,0.19438913339458075
好心,kind,0.194388090970494
下流,near,0.19438708964847656
胎教,is,0.1943851419171964
写入,writing,0.19438429687389758
领奖,prize,0.19437402717331295
鱼骨,fillet,0.19436522405713264
剔去,fillet,0.19436522405713264
检阅,parade,0.1943617863603034
图线,geographical,0.19435350033774096
改道行驶,diversion,0.19435032802847652
养分,nutrients,0.1943436927588733
就做,do,0.1943435486889131
怂恿,on,0.1943424683266335
读给,extracts,0.1943352439454769
两国间,exist,0.19433003535693025
普通工人,worker,0.1943206250959789
文件服务器,server,0.19431787391776512
降到,to,0.1943137391776218
多灾多难,episcopal,0.19430736573882268
等同,equate,0.1943017039857108
专车,departed,0.1942964978550022
划成,split,0.194296376314418
五颗,extractions,0.19429287172130183
这时候,time,0.19429087990787805
猛然,a,0.1942851853419381
胃肠,affecting,0.19428010831435202
对岸,bank,0.19427972809163754
折旧,allowance,0.1942699265980706
失所,allowance,0.1942699265980706
象样的,decent,0.1942694489890969
冗,encourage,0.19426822677917815
未用,lies,0.19426520305266784
影,film,0.1942639259678528
相处的,with,0.19425886121307476
无保留地,reserve,0.1942574369468505
谈妥,and,0.19425382657425405
生长素,elongation,0.19425250006676373
成人,adults,0.194248500084761
往后,on,0.19424843663187413
烫的,fabric,0.19424780443764095
分类目录,recordings,0.19423807857665362
倾刻,minute,0.19421991252376006
寥寥无几,few,0.1942196030449278
磨碎,to,0.19421830145019459
握紧拳头,clench,0.19421809604067014
归入,just,0.19421626289196736
革命工作,selflessness,0.19421450083848976
忘我精神,selflessness,0.19421450083848976
麦可,been,0.19421225858025093
鸦雀无声,silence,0.19420866473980994
刮了,younger,0.1941998666725393
少相,younger,0.1941998666725393
一出场,crazy,0.19419584188580466
诉诸,to,0.19419008430686477
提起公诉,indict,0.19418708398465478
忽,neglect,0.194185547030657
加点,more,0.19418025781230713
匙,oat,0.19417805404981087
乖戾,grumpy,0.19416977321396264
砰,slammed,0.19416772249753889
娱乐片,mixture,0.19416700032546091
蜥蜴,lizards,0.19416536850542207
不允许,not,0.1941650826175199
上算,it,0.1941556424020282
下意识,subconscious,0.1941546243645294
薄荷,mint,0.194151015674543
分币,matching,0.19415006088738393
入微,traces,0.19414748295373765
最惨,bath,0.19414313402750527
流星体,speck,0.19414041341060645
转正,righted,0.1941399327305889
山林,nymph,0.1941391097434727
抵充,let,0.19413497086415116
兴奋剂,stimulant,0.19413180980429035
上端,upper,0.19413106976211195
海南,hainan,0.19412888393679772
幸免,bruise,0.19411939125098052
跌在,and,0.19411456748074396
有笑,as,0.19411259688172125
1556,folio,0.19410248121310303
1623,folio,0.19410248121310303
眼球,eyeball,0.1940960561862688
可好,how,0.19409338319339503
拉入,involved,0.19409192952813006
形容,for,0.19408732786682206
底线,end,0.19408685215131008
偏向,one,0.19408262666164366
弄脏了,up,0.19408187144253425
剑柄,studded,0.19407079968437302
围嘴,bib,0.19405943714273804
长衫,gown,0.19405268295772518
这片,now,0.19405260881790715
吃多,fatty,0.19405009624145725
1665,probability,0.1940500032638041
概率论,probability,0.1940500032638041
摆着,s,0.19403781077915427
淡季,season,0.19403482448300116
岸上,shore,0.19403297238874542
没发生,nothing,0.19402838600335923
铰链,hinged,0.19400588795162094
驯马师,breaks,0.193997912311525
野马,breaks,0.193997912311525
摔下去,worse,0.19398512939561713
秧,pricking,0.19397113432712257
屁,broken,0.19396372039199528
起锚,hanging,0.19396307681134697
底处,hanging,0.19396307681134697
不合乎,ways,0.19395956190026722
贫乏,poor,0.19395604843041495
氧化物,oxide,0.19395515539969677
坐好,sit,0.19395281964906574
收工,s,0.19395119163257182
倔强,stubborn,0.19394690868063588
欣,wheels,0.19394567726126657
恶作剧,mischievous,0.19394544341739214
竹制,bamboo,0.19394542296483339
猝然,base,0.1939268396874518
跑的,the,0.19392210907335142
个中,being,0.19392205756909522
无依无靠,high,0.19391410355396566
滞留,detention,0.1939087490688413
遏制,restrict,0.19390530738702877
有文化,culturally,0.1939015475552507
李白,bai,0.19390002327813463
茅草屋,thatch,0.19389743966949766
嬉,playful,0.19389242039479615
愕然,shocked,0.19388408652561365
腋下,under,0.1938814455187062
改要,instead,0.19386471115036358
醒来时,up,0.19384527429501736
抽签,draw,0.1938384007545652
咨询,advice,0.19383655203318786
野孩子,around,0.19383476090678636
蜡像馆,tussaud,0.19383411245377527
等于是,is,0.19383350388163248
争相,fell,0.19382926657533125
驱逐舰,frigate,0.19382580663787238
车灯,checked,0.19382507514739863
初学,beginner,0.19382370305650035
带兜帽的夹克,stood,0.19382350329587186
螺栓,bolt,0.19382168800394178
可传,can,0.19381349194015354
1987,dates,0.19380892044807815
见称,preacher,0.19380585271201284
啜,sip,0.19379213372636594
甘蓝菜,cabbage,0.19377967265223184
胃溃疡,gastric,0.19377557657286407
顺心如意,oyster,0.1937730519866713
卖命,only,0.1937704234166064
低沉,deep,0.1937689253401193
迎着,broaching,0.1937660889635467
参考书目,bibliography,0.19376604996684782
师,the,0.19376026915236982
板壁,paneling,0.19375953433675713
狼群,deaths,0.19375664015642116
周游,rounds,0.19375411595160624
军事行动,a,0.19375407474529
和好如初,slight,0.1937539204639597
再多,more,0.19375206762896552
赶进,drove,0.1937516282613649
暮色苍茫,growing,0.19375008164168378
骑车人,rider,0.19374996195614588
能克服,overcome,0.19374184152965138
狂欢节,carnival,0.19374130141730214
修筑,build,0.19372255089322798
衣室,vestry,0.19372249977164088
香蕉皮,banana,0.19370954994227227
小树,little,0.19370798248208443
和平地,peaceful,0.19370646073015196
鲜红色,red,0.19370530203513295
海王,neptune,0.1937002948889471
海王星,neptune,0.1937002948889471
第三位,neptune,0.1937002948889471
批判,critical,0.19369460578617703
工效,ergonomics,0.19367900190334975
发得,was,0.19367584539159668
中长期,given,0.1936728785554889
大跳,skin,0.19367227970885983
亚瑟王,apotheosis,0.19367080705015802
吉卜赛人,gipsy,0.19366926741618706
看手相,gipsy,0.19366926741618706
侵权,against,0.19366887234492727
悦耳,pleasing,0.19366529438915336
互访,stay,0.19365933417780395
点号,hundredths,0.19365726768935693
区隔,hundredths,0.19365726768935693
宿营,camp,0.1936535808349341
定能够,is,0.19364966300674022
叫嚷,shouted,0.1936494193519422
无线电波,radio,0.19364908973355888
敌对,hostile,0.1936450240031119
耕耘,and,0.19363548123704136
身边,me,0.19363521547374127
长者,elders,0.19363335825255898
取回,retrieve,0.19363275456521395
毒死,poisoning,0.19363247865429162
熨平,cleaned,0.19362938736808105
马戏表演,grimace,0.19362122441382362
在意,heart,0.19361676364632116
圣母玛利亚,churches,0.1936099031886935
度数,says,0.1936040335864157
俨然,vip,0.1936040183846686
引以为荣,proud,0.19360290917744194
什么事情,happened,0.19360030219546642
与此无关,benefit,0.19359309560823024
代管,factoring,0.19358884236160442
到现在为止,far,0.1935831478923406
追问,pumped,0.1935806577534171
遗下,bring,0.1935726846509844
发点,point,0.1935706962060987
木盘,platter,0.19356963572394284
篮球比赛,basket,0.1935662475851879
乖张,perverse,0.19355817873044812
半路上,on,0.19355755668402616
冰期后,glacial,0.19353577387089685
双数,pronoun,0.19353309735969504
水能,researches,0.19352543206207576
修辞,rhetorical,0.19351476887653904
听着,listen,0.19351170313233426
高挡,arcade,0.19350462652732392
坚定的,firm,0.19350402216922932
甚大,handmaid,0.1934983548353085
女郎,girl,0.1934968767992105
分辨是非,wrong,0.19349342737274255
隔膜,ovary,0.1934909802113421
子房,ovary,0.1934909802113421
簧片,spring,0.19348979703199692
挤在,crowded,0.1934888465053194
底架,components,0.19348266662461
喷洒在,dusted,0.19347777396939947
发薪水,square,0.19347279475904677
补充,that,0.19346185900384713
严辞,repulse,0.19345107700206776
结婚证书,repulse,0.19345107700206776
爱之,snazzy,0.19344769406503717
常见病,constitutes,0.1934453033662462
尖端,end,0.19343126226091667
扔下,down,0.1934194153535657
鳞茎,of,0.19341537635620762
一瓣,of,0.19341537635620762
文坛,has,0.19341460671649752
一早就,morning,0.19341283019210145
至迟,latest,0.19340922729448695
镶在,light,0.19340785229505567
公愤,scandal,0.19340630197706132
得意,his,0.19340070196198553
串线,cross,0.1933999659060115
伤心事,remembrance,0.19339562853235126
行为主义,engender,0.19339016759024408
乐园,loveliness,0.19337492302712112
遍及,base,0.19336671787547066
翻个,turn,0.1933650136342899
拉到,aside,0.19336018128486915
迎合,people,0.19335961397481058
几遍,times,0.19335643150712672
消防人员,fireman,0.19334594005381975
些小,those,0.19334588540338254
投诉,complain,0.19334141086306125
依此类推,next,0.1933412456988342
节时,on,0.1933359296327533
台钟,token,0.19332613155827394
常看,often,0.19332388555830474
保修,warranty,0.19332321143804715
顺差,favour,0.1933176209370535
正因,left,0.1933079209248408
交点,convergence,0.19330242036664752
领导能力,leadership,0.19330044992489973
马拉松比赛,marathon,0.193296282151582
接力,anchor,0.19329388648056317
主力,anchor,0.19329388648056317
讲讲,tell,0.193285468596422
核战争,nuclear,0.1932697617207528
獍,milton,0.1932627458864743
解放军队,army,0.19326208492211247
烧了,burnt,0.1932561277283034
棉绒,fluff,0.19324524286223502
震源,focus,0.19323478274132858
拍摄角度,angle,0.19323153105601434
促请,calls,0.1932304197416946
上届,ex,0.19322964669076662
本世纪末,century,0.1932221378949022
不老练,or,0.19322058123271732
守节,willow,0.1932173663451057
化学能,converted,0.19321269662735113
彩蛋,egg,0.19320938416001546
乱想,toying,0.1932093561589063
枪击,gunned,0.19320853956727543
病危,is,0.1932081616819066
长音,from,0.19320630555907412
纽约人,from,0.19320630555907412
胆怯,monumental,0.19320438987519617
埋入,has,0.1932036782774609
小家伙,little,0.19320142184427083
专职,full,0.19318796261173524
四时,son,0.19317920778834655
一子,son,0.19317920778834655
够不够,enough,0.1931613262376783
社会主义祖国,poems,0.1931597597800411
解除,his,0.19315873300704364
彬彬有礼,polite,0.19315579458688106
先了,going,0.19315035016150545
大雨滂沱,it,0.1931499622317149
桅杆,a,0.1931462176132312
葱翠,luxuriant,0.19313893925862444
脱轨,proper,0.19313697843542996
全职,coping,0.19313458962962124
拳脚,hit,0.19312404449156753
两面人,stayed,0.19312314944737352
无线电通信,transmission,0.19310274587843157
方格,square,0.19309517135922077
动能,kinetic,0.19309035893836687
凝视着,gazed,0.19308858422001204
思古,nostalgic,0.19308846733059556
幽情,nostalgic,0.19308846733059556
现从,jump,0.19308729745513215
农学,sciences,0.19308521942283732
农艺学,sciences,0.19308521942283732
连结,are,0.19305946750276648
酬谢,buy,0.19305788577622968
赋形,for,0.19305091974637653
主角,leading,0.1930495742138902
赢过,won,0.1930494935861532
习性,foible,0.19304931076577153
皮靴,eighty,0.19304413222761563
产生分歧,split,0.1930429828191158
伟人,great,0.1930379087180818
在一般情况下,course,0.19303524067480726
就需要,need,0.193034388726715
印行,impressions,0.19303314605274746
教得,step,0.1930250658228494
测定,of,0.19302038198339752
小组讨论,trigger,0.19301862692950786
争先发言,trigger,0.19301862692950786
联姻,truth,0.1930172945705137
含义,meaning,0.19300679318097683
衣饰,presentable,0.19300578258759118
激进主义,government,0.193000151963955
贪财,for,0.1929914847223784
王妃,aplomb,0.19298978503910158
戒,of,0.19298886960485817
睿智,wise,0.19298778143457743
而去,the,0.1929726892812657
